"customer_id","first_name","last_name","address","apt_number","state","city","zip_code","phone_number","email_address","membership_flag","country_id","campaign_id","sent_date","opened","clicked","converted","conversion_amount","unsubscribe","customer_campaign_id"
16426,William,Collins,"882 Queen Way","",Greater London,London,SW1A 1AA,+44 7024832287,william.collins14730@example.com,"1",2,,,,,,,,
16495,Elena,Scott,"136 Church Lane",Apt 3B,Hamburg,Hamburg,"20095",+49 1524840206,elena.scott12623@example.com,"1",6,,,,,,,,
14336,Grace,Young,"573 Bridge Road",Apt 18C,Greater London,London,SW1A 1AA,+44 7024848125,grace.young14367@example.com,"0",2,,,,,,,,
14507,Adam,Young,"423 Maple Drive",Apt 14A,Merseyside,Liverpool,L1 8JQ,+44 7024856044,adam.young13373@example.com,"1",2,,,,,,,,
12759,Grace,Taylor,"106 Spring Street","",West Midlands,Birmingham,B1 1AA,+44 7024863963,grace.taylor16712@example.com,"1",2,,,,,,,,
17049,Lucas,Phillips,"425 Bridge Road","",West Yorkshire,Leeds,LS1 4DY,+44 7024871882,lucas.phillips17639@example.com,"0",2,,,,,,,,
15206,Ruby,Clark,"182 Church Road",Apt 1D,Merseyside,Liverpool,L1 8JQ,+44 7024879801,ruby.clark16426@example.com,"1",2,,,,,,,,
14013,Nathan,Roberts,"990 Main Lane",Apt 1C,Greater Manchester,Manchester,M1 2AB,+44 7024887720,nathan.roberts16495@example.com,"1",2,,,,,,,,
14645,Nathan,Garcia,"253 Maple Terrace","",Merseyside,Liverpool,L1 8JQ,+44 7024895639,nathan.garcia14336@example.com,"1",2,,,,,,,,
15071,Henry,Collins,"149 Cedar Terrace",Apt 10C,West Yorkshire,Leeds,LS1 4DY,+44 7024903558,henry.collins14507@example.com,"1",2,,,,,,,,
14112,Maya,Thomas,"271 Baker Court","",North Holland,Amsterdam,"1012",+31 624911477,maya.thomas12759@example.com,"0",5,,,,,,,,
13026,Lily,Reed,"269 River Avenue",Apt 19A,Greater London,London,SW1A 1AA,+44 7024919396,lily.reed17049@example.com,"1",2,,,,,,,,
12881,William,Brown,"265 Maple Road",Apt 5B,Greater Manchester,Manchester,M1 2AB,+44 7024927315,william.brown15206@example.com,"1",2,,,,,,,,
17864,Ava,Rogers,"225 Queen Street",Apt 11B,West Midlands,Birmingham,B1 1AA,+44 7024935234,ava.rogers14013@example.com,"1",2,,,,,,,,
14936,Mia,Walker,"814 Queen Way","",West Yorkshire,Leeds,LS1 4DY,+44 7024943153,mia.walker14645@example.com,"0",2,,,,,,,,
17138,Michael,Collins,"464 High Avenue","",West Yorkshire,Leeds,LS1 4DY,+44 7024951072,michael.collins15071@example.com,"0",2,,,,,,,,
16572,Henry,Clark,"981 Market Terrace","",West Midlands,Birmingham,B1 1AA,+44 7024958991,henry.clark14112@example.com,"1",2,,,,,,,,
14165,Chloe,Turner,"810 Maple Court",Apt 7D,Greater London,London,SW1A 1AA,+44 7024966910,chloe.turner13026@example.com,"1",2,,,,,,,,
15367,Ethan,Walker,"191 Hill Street",Apt 17A,Greater London,London,SW1A 1AA,+44 7024974829,ethan.walker12881@example.com,"1",2,,,,,,,,
14291,Hannah,Green,"239 Lake Lane",Apt 9D,Merseyside,Liverpool,L1 8JQ,+44 7024982748,hannah.green17864@example.com,"1",2,,,,,,,,
15632,Grace,Wright,"458 River Street",Apt 21D,Guernsey,St Peter Port,GY1 1AA,+44 7797 24990667,grace.wright14936@example.com,"1",18,,,,,,,,
14297,Jack,Morris,"966 River Road","",West Yorkshire,Leeds,LS1 4DY,+44 7024998586,jack.morris17138@example.com,"1",2,,,,,,,,
13899,Eva,Lewis,"288 Main Drive",Apt 1A,West Midlands,Birmingham,B1 1AA,+44 7025006505,eva.lewis16572@example.com,"0",2,,,,,,,,
16471,Liam,Clark,"268 Station Avenue",Apt 17A,Merseyside,Liverpool,L1 8JQ,+44 7025014424,liam.clark14165@example.com,"0",2,,,,,,,,
18183,Emma,King,"798 Bridge Terrace",Apt 1D,Greater Manchester,Manchester,M1 2AB,+44 7025022343,emma.king15367@example.com,"0",2,,,,,,,,
14603,Charlotte,Evans,"748 Hill Drive",Apt 9B,Greater Manchester,Manchester,M1 2AB,+44 7025030262,charlotte.evans14291@example.com,"0",2,,,,,,,,
18173,Adam,Cook,"375 Queen Terrace",Apt 7B,West Yorkshire,Leeds,LS1 4DY,+44 7025038181,adam.cook15632@example.com,"1",2,,,,,,,,
14854,Lucas,Scott,"787 Station Way",Apt 14A,West Midlands,Birmingham,B1 1AA,+44 7025046100,lucas.scott14297@example.com,"1",2,,,,,,,,
16625,Liam,Rogers,"246 Hill Street","",Greater London,London,SW1A 1AA,+44 7025054019,liam.rogers13899@example.com,"0",2,,,,,,,,
14064,Logan,Wilson,"571 Lake Avenue","",West Yorkshire,Leeds,LS1 4DY,+44 7025061938,logan.wilson16471@example.com,"1",2,,,,,,,,
15308,Amelia,Baker,"272 Oak Terrace","",Greater Manchester,Manchester,M1 2AB,+44 7025069857,amelia.baker18183@example.com,"1",2,,,,,,,,
18086,Nora,Reed,"924 High Road","",West Midlands,Birmingham,B1 1AA,+44 7025077776,nora.reed14603@example.com,"0",2,,,,,,,,
14350,Maya,Thomas,"266 Baker Lane","",Greater Manchester,Manchester,M1 2AB,+44 7025085695,maya.thomas18173@example.com,"1",2,,,,,,,,
14930,Logan,Wright,"722 Oak Court",Apt 7D,West Midlands,Birmingham,B1 1AA,+44 7025093614,logan.wright14854@example.com,"0",2,,,,,,,,
16080,Liam,Davies,"244 Spring Drive","",West Midlands,Birmingham,B1 1AA,+44 7025101533,liam.davies16625@example.com,"1",2,,,,,,,,
14727,Samuel,Perez,"178 Oak Road",Apt 19A,West Midlands,Birmingham,B1 1AA,+44 7025109452,samuel.perez14064@example.com,"1",2,,,,,,,,
16778,Henry,Martin,"249 Maple Avenue","",West Midlands,Birmingham,B1 1AA,+44 7025117371,henry.martin15308@example.com,"0",2,,,,,,,,
14077,Henry,Roberts,"72 Lake Lane",Apt 2A,Greater Manchester,Manchester,M1 2AB,+44 7025125290,henry.roberts18086@example.com,"1",2,,,,,,,,
16808,Sophie,Young,"452 River Road",Apt 6D,Greater Manchester,Manchester,M1 2AB,+44 7025133209,sophie.young14350@example.com,"0",2,,,,,,,,
16475,James,Wright,"555 Church Terrace","",Guernsey,St Peter Port,GY1 1AA,+44 7797 25141128,james.wright14930@example.com,"1",18,,,,,,,,
13265,Amelia,Wilson,"121 Hill Lane",Apt 6C,Greater Manchester,Manchester,M1 2AB,+44 7025149047,amelia.wilson16080@example.com,"1",2,,,,,,,,
12520,Clara,Morris,"553 Spring Way",Apt 6B,Merseyside,Liverpool,L1 8JQ,+44 7025156966,clara.morris14727@example.com,"0",2,,,,,,,,
15049,Chloe,Martin,"823 Lake Drive","",West Yorkshire,Leeds,LS1 4DY,+44 7025164885,chloe.martin16778@example.com,"1",2,,,,,,,,
18149,Amelia,Johnson,"312 Cedar Court",Apt 19A,Merseyside,Liverpool,L1 8JQ,+44 7025172804,amelia.johnson14077@example.com,"1",2,,,,,,,,
13654,Olivia,Anderson,"556 Queen Court",Apt 21B,Greater Manchester,Manchester,M1 2AB,+44 7025180723,olivia.anderson16808@example.com,"0",2,,,,,,,,
16652,Eva,Martin,"247 River Lane",Apt 17A,Greater London,London,SW1A 1AA,+44 7025188642,eva.martin16475@example.com,"1",2,,,,,,,,
16766,Logan,Morris,"547 Bridge Road","",Greater Manchester,Manchester,M1 2AB,+44 7025196561,logan.morris13265@example.com,"1",2,,,,,,,,
16801,Ruby,Roberts,"55 Hill Court",Apt 7B,Hamburg,Hamburg,"20095",+49 1525204480,ruby.roberts12520@example.com,"0",6,,,,,,,,
17164,Ryan,Davies,"649 Lake Road",Apt 21A,Greater Manchester,Manchester,M1 2AB,+44 7025212399,ryan.davies15049@example.com,"1",2,,,,,,,,
13226,Hannah,Wright,"877 Park Street","",West Midlands,Birmingham,B1 1AA,+44 7025220318,hannah.wright18149@example.com,"0",2,,,,,,,,
13043,Elena,Johnson,"717 Oak Street","",Greater London,London,SW1A 1AA,+44 7025228237,elena.johnson13654@example.com,"0",2,,,,,,,,
14352,Owen,Reed,"714 High Court",Apt 4D,Greater Manchester,Manchester,M1 2AB,+44 7025236156,owen.reed16652@example.com,"1",2,,,,,,,,
17351,Nora,Baker,"655 Baker Street",Apt 12C,Merseyside,Liverpool,L1 8JQ,+44 7025244075,nora.baker16766@example.com,"1",2,,,,,,,,
16768,Sarah,Thomas,"526 Victoria Drive","",West Yorkshire,Leeds,LS1 4DY,+44 7025251994,sarah.thomas16801@example.com,"0",2,,,,,,,,
16693,Logan,Walker,"600 Bridge Court","",Greater London,London,SW1A 1AA,+44 7025259913,logan.walker17164@example.com,"1",2,,,,,,,,
13956,Elena,Wilson,"854 Victoria Street","",Merseyside,Liverpool,L1 8JQ,+44 7025267832,elena.wilson13226@example.com,"1",2,,,,,,,,
13708,Lucas,Parker,"36 Maple Street","",West Yorkshire,Leeds,LS1 4DY,+44 7025275751,lucas.parker13043@example.com,"1",2,,,,,,,,
15918,Isabella,Adams,"359 King Way",Apt 9B,West Midlands,Birmingham,B1 1AA,+44 7025283670,isabella.adams14352@example.com,"1",2,,,,,,,,
15671,Michael,Rogers,"432 River Drive",Apt 11C,West Yorkshire,Leeds,LS1 4DY,+44 7025291589,michael.rogers17351@example.com,"1",2,,,,,,,,
14962,Sophie,Young,"813 Spring Terrace",Apt 18A,Greater London,London,SW1A 1AA,+44 7025299508,sophie.young16768@example.com,"0",2,,,,,,,,
16807,Olivia,Carter,"430 Baker Court",Apt 1B,West Yorkshire,Leeds,LS1 4DY,+44 7025307427,olivia.carter16693@example.com,"1",2,,,,,,,,
15125,Noah,Taylor,"58 Queen Terrace","",Greater Manchester,Manchester,M1 2AB,+44 7025315346,noah.taylor13956@example.com,"1",2,,,,,,,,
16871,Ava,Morris,"766 Oak Drive",Apt 9B,Merseyside,Liverpool,L1 8JQ,+44 7025323265,ava.morris13708@example.com,"0",2,,,,,,,,
12901,Jacob,Campbell,"264 Main Lane",Apt 7A,Merseyside,Liverpool,L1 8JQ,+44 7025331184,jacob.campbell15918@example.com,"0",2,,,,,,,,
13452,Grace,Clark,"77 River Terrace",Apt 10B,West Yorkshire,Leeds,LS1 4DY,+44 7025339103,grace.clark15671@example.com,"1",2,,,,,,,,
15493,David,Young,"172 Oak Lane",Apt 23B,Merseyside,Liverpool,L1 8JQ,+44 7025347022,david.young14962@example.com,"1",2,,,,,,,,
16005,Nathan,Collins,"116 Victoria Drive","",West Midlands,Birmingham,B1 1AA,+44 7025354941,nathan.collins16807@example.com,"1",2,,,,,,,,
15388,Michael,Allen,"656 Cedar Avenue",Apt 12C,Greater London,London,SW1A 1AA,+44 7025362860,michael.allen15125@example.com,"0",2,,,,,,,,
16804,Charlotte,Nelson,"748 Mill Way",Apt 6C,Greater London,London,SW1A 1AA,+44 7025370779,charlotte.nelson16871@example.com,"0",2,,,,,,,,
13499,Nathan,Johnson,"491 Cedar Drive",Apt 9C,Greater Manchester,Manchester,M1 2AB,+44 7025378698,nathan.johnson12901@example.com,"0",2,,,,,,,,
15047,David,Collins,"950 Oak Lane",Apt 12B,Merseyside,Liverpool,L1 8JQ,+44 7025386617,david.collins13452@example.com,"1",2,,,,,,,,
14193,Ryan,Parker,"860 Market Way",Apt 5D,Merseyside,Liverpool,L1 8JQ,+44 7025394536,ryan.parker15493@example.com,"1",2,,,,,,,,
17542,Ryan,Taylor,"358 Maple Drive",Apt 2C,Merseyside,Liverpool,L1 8JQ,+44 7025402455,ryan.taylor16005@example.com,"0",2,,,,,,,,
17080,Amelia,Miller,"793 Mill Lane",Apt 9C,Ontario,Toronto,M5H 2N2,+1 322-198-7082,amelia.miller15388@example.com,"1",33,,,,,,,,
16392,Lily,Anderson,"835 Queen Road","",Greater London,London,SW1A 1AA,+44 7025418293,lily.anderson16804@example.com,"0",2,,,,,,,,
15106,Hannah,Collins,"909 Queen Street",Apt 7B,Merseyside,Liverpool,L1 8JQ,+44 7025426212,hannah.collins13499@example.com,"1",2,,,,,,,,
16214,Sophia,Garcia,"147 Cedar Way",Apt 2D,Merseyside,Liverpool,L1 8JQ,+44 7025434131,sophia.garcia15047@example.com,"1",2,,,,,,,,
13716,Nathan,Wilson,"950 Baker Court",Apt 11D,Greater London,London,SW1A 1AA,+44 7025442050,nathan.wilson14193@example.com,"0",2,,,,,,,,
15150,Hannah,Parker,"807 Bridge Street","",Greater London,London,SW1A 1AA,+44 7025449969,hannah.parker17542@example.com,"0",2,,,,,,,,
16061,Amelia,Johnson,"40 Spring Road","",Greater Manchester,Manchester,M1 2AB,+44 7025457888,amelia.johnson17080@example.com,"0",2,,,,,,,,
14226,Ava,Morris,"621 Main Street","",West Yorkshire,Leeds,LS1 4DY,+44 7025465807,ava.morris16392@example.com,"1",2,,,,,,,,
13121,Emily,Phillips,"519 Market Drive",Apt 20A,West Yorkshire,Leeds,LS1 4DY,+44 7025473726,emily.phillips15106@example.com,"1",2,,,,,,,,
16297,James,Morgan,"411 Mill Way","",West Yorkshire,Leeds,LS1 4DY,+44 7025481645,james.morgan16214@example.com,"0",2,,,,,,,,
12994,Noah,Young,"837 Queen Drive","",Greater London,London,SW1A 1AA,+44 7025489564,noah.young13716@example.com,"1",2,,,,,,,,
16152,Jack,Anderson,"498 Park Street",Apt 14B,West Midlands,Birmingham,B1 1AA,+44 7025497483,jack.anderson15150@example.com,"1",2,,,,,,,,
14636,Nathan,Wright,"631 Baker Avenue","",Greater Manchester,Manchester,M1 2AB,+44 7025505402,nathan.wright16061@example.com,"0",2,,,,,,,,
16040,Grace,Scott,"88 King Drive",Apt 23C,West Yorkshire,Leeds,LS1 4DY,+44 7025513321,grace.scott14226@example.com,"1",2,,,,,,,,
15793,Eva,Edwards,"775 Maple Way",Apt 11B,Greater Manchester,Manchester,M1 2AB,+44 7025521240,eva.edwards13121@example.com,"1",2,,,,,,,,
13358,Lily,Mitchell,"819 Maple Road","",West Yorkshire,Leeds,LS1 4DY,+44 7025529159,lily.mitchell16297@example.com,"1",2,,,,,,,,
12849,Chloe,Johnson,"976 High Street",Apt 7C,Greater Manchester,Manchester,M1 2AB,+44 7025537078,chloe.johnson12994@example.com,"0",2,,,,,,,,
15182,Lily,Cook,"902 Oak Terrace","",West Yorkshire,Leeds,LS1 4DY,+44 7025544997,lily.cook16152@example.com,"1",2,,,,,,,,
13299,Noah,King,"227 Queen Avenue",Apt 9C,West Yorkshire,Leeds,LS1 4DY,+44 7025552916,noah.king14636@example.com,"0",2,,,,,,,,
16383,Olivia,Mitchell,"197 Hill Road",Apt 16D,West Midlands,Birmingham,B1 1AA,+44 7025560835,olivia.mitchell16040@example.com,"1",2,,,,,,,,
15381,Nora,Walker,"547 Market Drive",Apt 2A,Merseyside,Liverpool,L1 8JQ,+44 7025568754,nora.walker15793@example.com,"1",2,,,,,,,,
12597,Ella,Morris,"550 Lake Lane","",Greater Manchester,Manchester,M1 2AB,+44 7025576673,ella.morris13358@example.com,"1",2,,,,,,,,
15030,Jacob,Morris,"551 River Terrace","",Greater Manchester,Manchester,M1 2AB,+44 7025584592,jacob.morris12849@example.com,"0",2,,,,,,,,
12435,Nora,Baker,"137 Maple Road",Apt 15A,Greater Manchester,Manchester,M1 2AB,+44 7025592511,nora.baker15182@example.com,"1",2,,,,,,,,
12955,Olivia,Parker,"588 Spring Road",Apt 10B,Merseyside,Liverpool,L1 8JQ,+44 7025600430,olivia.parker13299@example.com,"1",2,,,,,,,,
18189,Clara,Perez,"606 Church Terrace",Apt 23D,Greater London,London,SW1A 1AA,+44 7025608349,clara.perez16383@example.com,"0",2,,,,,,,,
13946,David,Adams,"682 Victoria Court","",Merseyside,Liverpool,L1 8JQ,+44 7025616268,david.adams15381@example.com,"0",2,,,,,,,,
17716,Ethan,Walker,"384 Spring Terrace",Apt 19B,Valencian Community,Valencia,"46001",+34 625624187,ethan.walker12597@example.com,"1",10,,,,,,,,
13185,Emily,Rogers,"31 Main Drive",Apt 7B,Greater Manchester,Manchester,M1 2AB,+44 7025632106,emily.rogers15030@example.com,"1",2,,,,,,,,
14840,Liam,Martin,"836 Station Drive",Apt 14D,Capital Region,Copenhagen,"1050",+45 25640025,liam.martin12435@example.com,"0",19,,,,,,,,
13216,Ruby,Taylor,"726 Oak Court","",Merseyside,Liverpool,L1 8JQ,+44 7025647944,ruby.taylor12955@example.com,"1",2,,,,,,,,
13650,Hannah,Carter,"41 Lake Avenue",Apt 10B,Greater London,London,SW1A 1AA,+44 7025655863,hannah.carter18189@example.com,"0",2,,,,,,,,
13533,Joseph,Anderson,"688 Baker Way",Apt 17B,Merseyside,Liverpool,L1 8JQ,+44 7025663782,joseph.anderson13946@example.com,"1",2,,,,,,,,
13268,Owen,Johnson,"301 Oak Way",Apt 22A,Merseyside,Liverpool,L1 8JQ,+44 7025671701,owen.johnson17716@example.com,"0",2,,,,,,,,
15433,Ryan,Rogers,"359 Oak Avenue",Apt 12B,Greater Manchester,Manchester,M1 2AB,+44 7025679620,ryan.rogers13185@example.com,"1",2,,,,,,,,
12937,Adam,Hall,"573 Cedar Terrace","",West Yorkshire,Leeds,LS1 4DY,+44 7025687539,adam.hall14840@example.com,"1",2,,,,,,,,
17603,Amelia,Smith,"838 Hill Road",Apt 22B,Greater London,London,SW1A 1AA,+44 7025695458,amelia.smith13216@example.com,"1",2,,,,,,,,
16216,Eva,King,"955 Queen Drive",Apt 9D,Greater Manchester,Manchester,M1 2AB,+44 7025703377,eva.king13650@example.com,"1",2,,,,,,,,
16377,Mia,Clark,"801 Victoria Drive",Apt 2A,Merseyside,Liverpool,L1 8JQ,+44 7025711296,mia.clark13533@example.com,"1",2,,,,,,,,
16976,Jacob,Anderson,"693 Main Terrace",Apt 13A,Greater Manchester,Manchester,M1 2AB,+44 7025719215,jacob.anderson13268@example.com,"1",2,,,,,,,,
12514,Ava,Adams,"86 King Lane",Apt 11A,Greater London,London,SW1A 1AA,+44 7025727134,ava.adams15433@example.com,"1",2,,,,,,,,
18210,Noah,Adams,"636 Market Road","",Greater London,London,SW1A 1AA,+44 7025735053,noah.adams12937@example.com,"1",2,,,,,,,,
13631,Noah,King,"427 Church Lane",Apt 15D,Merseyside,Liverpool,L1 8JQ,+44 7025742972,noah.king17603@example.com,"1",2,,,,,,,,
14422,Olivia,Baker,"296 Market Street",Apt 15D,Greater Manchester,Manchester,M1 2AB,+44 7025750891,olivia.baker16216@example.com,"1",2,,,,,,,,
15648,Ethan,Nelson,"741 Lake Avenue",Apt 14B,Merseyside,Liverpool,L1 8JQ,+44 7025758810,ethan.nelson16377@example.com,"1",2,,,,,,,,
17725,William,Green,"827 King Court",Apt 16D,Merseyside,Liverpool,L1 8JQ,+44 7025766729,william.green16976@example.com,"1",2,,,,,,,,
15861,Benjamin,Rogers,"626 King Drive","",Lazio,Rome,"118",+39 3025774648,benjamin.rogers12514@example.com,"0",13,,,,,,,,
13072,Sarah,Edwards,"209 High Lane",Apt 3B,Merseyside,Liverpool,L1 8JQ,+44 7025782567,sarah.edwards18210@example.com,"1",2,,,,,,,,
15695,Samuel,Wright,"947 Cedar Road",Apt 3D,West Midlands,Birmingham,B1 1AA,+44 7025790486,samuel.wright13631@example.com,"1",2,,,,,,,,
14110,Amelia,Wright,"90 Baker Avenue","",Greater London,London,SW1A 1AA,+44 7025798405,amelia.wright14422@example.com,"0",2,,,,,,,,
14059,Jack,Mitchell,"535 Park Avenue",Apt 18C,Greater London,London,SW1A 1AA,+44 7025806324,jack.mitchell15648@example.com,"1",2,,,,,,,,
16672,Ava,Garcia,"86 Bridge Drive","",West Yorkshire,Leeds,LS1 4DY,+44 7025814243,ava.garcia17725@example.com,"1",2,,,,,,,,
16511,Olivia,Wright,"340 Maple Avenue",Apt 10A,Merseyside,Liverpool,L1 8JQ,+44 7025822162,olivia.wright15861@example.com,"0",2,,,,,,,,
16256,Chloe,Hall,"64 Station Court","",Greater London,London,SW1A 1AA,+44 7025830081,chloe.hall13072@example.com,"1",2,,,,,,,,
13591,Liam,Nelson,"120 River Court",Apt 16B,West Midlands,Birmingham,B1 1AA,+44 7025838000,liam.nelson15695@example.com,"1",2,,,,,,,,
14066,Noah,Smith,"664 King Court",Apt 19B,Greater Manchester,Manchester,M1 2AB,+44 7025845919,noah.smith14110@example.com,"0",2,,,,,,,,
15483,Leo,Garcia,"962 Hill Avenue",Apt 11D,Greater London,London,SW1A 1AA,+44 7025853838,leo.garcia14059@example.com,"1",2,,,,,,,,
16626,Thomas,Anderson,"897 Station Lane",Apt 17B,Merseyside,Liverpool,L1 8JQ,+44 7025861757,thomas.anderson16672@example.com,"0",2,,,,,,,,
15019,Sarah,King,"356 Station Court",Apt 1D,Merseyside,Liverpool,L1 8JQ,+44 7025869676,sarah.king16511@example.com,"1",2,,,,,,,,
18270,Logan,Mitchell,"959 Queen Court",Apt 2D,Merseyside,Liverpool,L1 8JQ,+44 7025877595,logan.mitchell16256@example.com,"1",2,,,,,,,,
14315,Isabella,Nelson,"836 River Street",Apt 1D,West Yorkshire,Leeds,LS1 4DY,+44 7025885514,isabella.nelson13591@example.com,"1",2,,,,,,,,
17921,Mia,Davies,"185 Church Lane",Apt 11B,Merseyside,Liverpool,L1 8JQ,+44 7025893433,mia.davies14066@example.com,"0",2,,,,,,,,
14041,Lily,Baker,"353 Bridge Court",Apt 22C,Greater London,London,SW1A 1AA,+44 7025901352,lily.baker15483@example.com,"1",2,,,,,,,,
17060,David,Walker,"545 Church Road",Apt 5C,West Yorkshire,Leeds,LS1 4DY,+44 7025909271,david.walker16626@example.com,"0",2,,,,,,,,
16023,Lily,Turner,"987 Maple Drive","",Merseyside,Liverpool,L1 8JQ,+44 7025917190,lily.turner15019@example.com,"0",2,,,,,,,,
17133,Joseph,Edwards,"569 Oak Avenue","",Merseyside,Liverpool,L1 8JQ,+44 7025925109,joseph.edwards18270@example.com,"1",2,,,,,,,,
12878,Emily,Brown,"718 Station Terrace",Apt 20C,Greater London,London,SW1A 1AA,+44 7025933028,emily.brown14315@example.com,"0",2,,,,,,,,
14155,Ethan,Roberts,"630 Park Road",Apt 10C,Merseyside,Liverpool,L1 8JQ,+44 7025940947,ethan.roberts17921@example.com,"1",2,,,,,,,,
17043,Leo,Edwards,"995 Maple Court","",West Yorkshire,Leeds,LS1 4DY,+44 7025948866,leo.edwards14041@example.com,"1",2,,,,,,,,
13046,Isabella,Edwards,"409 Garden Lane",Apt 22B,Greater Manchester,Manchester,M1 2AB,+44 7025956785,isabella.edwards17060@example.com,"1",2,,,,,,,,
14633,Maya,Perez,"808 King Road",Apt 22D,Greater London,London,SW1A 1AA,+44 7025964704,maya.perez16023@example.com,"1",2,,,,,,,,
12948,Maya,Edwards,"564 River Terrace",Apt 23B,West Yorkshire,Leeds,LS1 4DY,+44 7025972623,maya.edwards17133@example.com,"1",2,,,,,,,,
15703,Alexander,Collins,"515 Maple Way",Apt 1D,Greater Manchester,Manchester,M1 2AB,+44 7025980542,alexander.collins12878@example.com,"1",2,,,,,,,,
14071,Sarah,Clark,"722 Market Street",Apt 12D,Greater Manchester,Manchester,M1 2AB,+44 7025988461,sarah.clark14155@example.com,"1",2,,,,,,,,
17134,Nathan,Morgan,"477 Spring Street","",West Yorkshire,Leeds,LS1 4DY,+44 7025996380,nathan.morgan17043@example.com,"1",2,,,,,,,,
17795,Benjamin,Hall,"190 Park Way","",Greater London,London,SW1A 1AA,+44 7026004299,benjamin.hall13046@example.com,"0",2,,,,,,,,
12902,Eva,Nelson,"413 High Avenue",Apt 20C,Greater Manchester,Manchester,M1 2AB,+44 7026012218,eva.nelson14633@example.com,"1",2,,,,,,,,
16444,Leo,Clark,"146 Bridge Drive",Apt 8B,Greater Manchester,Manchester,M1 2AB,+44 7026020137,leo.clark12948@example.com,"1",2,,,,,,,,
14232,David,Evans,"178 Market Road",Apt 11B,Merseyside,Liverpool,L1 8JQ,+44 7026028056,david.evans15703@example.com,"1",2,,,,,,,,
14693,Owen,Scott,"964 Garden Avenue",Apt 11D,Merseyside,Liverpool,L1 8JQ,+44 7026035975,owen.scott14071@example.com,"0",2,,,,,,,,
12407,David,Wright,"613 Station Lane","",Greater Manchester,Manchester,M1 2AB,+44 7026043894,david.wright17134@example.com,"1",2,,,,,,,,
16728,Sarah,Baker,"891 Main Road",Apt 13C,Merseyside,Liverpool,L1 8JQ,+44 7026051813,sarah.baker17795@example.com,"1",2,,,,,,,,
16096,Emma,Campbell,"989 Cedar Way","",West Midlands,Birmingham,B1 1AA,+44 7026059732,emma.campbell12902@example.com,"1",2,,,,,,,,
13985,Owen,Campbell,"304 Market Lane","",West Midlands,Birmingham,B1 1AA,+44 7026067651,owen.campbell16444@example.com,"0",2,,,,,,,,
13592,Leo,Morgan,"701 Main Road",Apt 4D,West Midlands,Birmingham,B1 1AA,+44 7026075570,leo.morgan14232@example.com,"1",2,,,,,,,,
15140,Jacob,Wright,"544 Park Lane","",Merseyside,Liverpool,L1 8JQ,+44 7026083489,jacob.wright14693@example.com,"1",2,,,,,,,,
12843,Sophia,Baker,"324 King Way","",Brussels-Capital,Brussels,"1000",+32 426091408,sophia.baker12407@example.com,"1",14,,,,,,,,
14408,Alexander,King,"231 Church Way",Apt 7D,Greater London,London,SW1A 1AA,+44 7026099327,alexander.king16728@example.com,"1",2,,,,,,,,
15408,Nathan,Collins,"827 Hill Court",Apt 2A,West Yorkshire,Leeds,LS1 4DY,+44 7026107246,nathan.collins16096@example.com,"1",2,,,,,,,,
15445,Grace,Walker,"668 Queen Drive",Apt 3A,Merseyside,Liverpool,L1 8JQ,+44 7026115165,grace.walker13985@example.com,"0",2,,,,,,,,
15452,Charlotte,Turner,"551 Queen Court",Apt 20B,West Midlands,Birmingham,B1 1AA,+44 7026123084,charlotte.turner13592@example.com,"1",2,,,,,,,,
14223,James,Hall,"250 Main Way",Apt 5C,West Yorkshire,Leeds,LS1 4DY,+44 7026131003,james.hall15140@example.com,"1",2,,,,,,,,
16619,Elena,Mitchell,"988 Park Terrace",Apt 15D,Merseyside,Liverpool,L1 8JQ,+44 7026138922,elena.mitchell12843@example.com,"1",2,,,,,,,,
14762,Ella,Wright,"733 Park Way",Apt 22C,West Midlands,Birmingham,B1 1AA,+44 7026146841,ella.wright14408@example.com,"1",2,,,,,,,,
13934,Leo,Scott,"442 Mill Way",Apt 20C,Merseyside,Liverpool,L1 8JQ,+44 7026154760,leo.scott15408@example.com,"0",2,,,,,,,,
15669,Matthew,Roberts,"639 Queen Road",Apt 14C,Greater Manchester,Manchester,M1 2AB,+44 7026162679,matthew.roberts15445@example.com,"1",2,,,,,,,,
16384,William,Smith,"53 River Drive",Apt 8B,Greater London,London,SW1A 1AA,+44 7026170598,william.smith15452@example.com,"0",2,,,,,,,,
18224,Isabella,Roberts,"855 Queen Way",Apt 3B,Greater London,London,SW1A 1AA,+44 7026178517,isabella.roberts14223@example.com,"1",2,,,,,,,,
14245,Alexander,Scott,"544 High Terrace",Apt 6A,Greater London,London,SW1A 1AA,+44 7026186436,alexander.scott16619@example.com,"1",2,,,,,,,,
17678,Ella,Allen,"547 Baker Terrace",Apt 20D,West Midlands,Birmingham,B1 1AA,+44 7026194355,ella.allen14762@example.com,"0",2,,,,,,,,
15855,Zoe,Anderson,"930 Lake Drive",Apt 5A,Greater Manchester,Manchester,M1 2AB,+44 7026202274,zoe.anderson13934@example.com,"1",2,,,,,,,,
16036,Sophie,Parker,"730 Church Way","",Greater Manchester,Manchester,M1 2AB,+44 7026210193,sophie.parker15669@example.com,"0",2,,,,,,,,
17763,Eva,Miller,"187 Bridge Road",Apt 7A,Greater London,London,SW1A 1AA,+44 7026218112,eva.miller16384@example.com,"0",2,,,,,,,,
